index,Term,LoanStatus,BorrowerRate,ProsperRating (Alpha),ListingCategory (numeric),EmploymentStatus,DelinquenciesLast7Years,StatedMonthlyIncome,TotalProsperLoans,LoanOriginalAmount,LoanOriginationDate,Recommendations,Investors
10283,36,Completed,0.2049,C,Home Improvement,Employed,0.0,2500.0,0.0,15000,2012-04-06,0,188
10287,36,Defaulted,0.35,HR,Debt Consolidation,Retired,42.0,2916.666667,0.0,3500,2009-11-10,0,1
10288,36,Completed,0.1254,A,Debt Consolidation,Full-time,0.0,3583.333333,0.0,18000,2011-11-30,0,18
10291,36,Defaulted,0.275,D,Business,Employed,0.0,3333.333333,0.0,5000,2010-09-30,0,118
10299,36,Completed,0.2635,D,Debt Consolidation,Full-time,0.0,4541.666667,1.0,7500,2009-10-13,1,315
10300,36,Completed,0.32,D,Other,Full-time,0.0,2916.666667,0.0,1000,2009-08-28,0,23
10305,36,Completed,0.2599,D,Debt Consolidation,Employed,0.0,3500.0,0.0,6000,2011-10-25,0,13
10310,36,Defaulted,0.1799,B,Debt Consolidation,Employed,0.0,2083.333333,0.0,3000,2011-10-04,0,7
10311,36,Defaulted,0.3199,HR,Debt Consolidation,Employed,1.0,3250.0,0.0,2000,2011-04-21,0,27
10314,36,Defaulted,0.105,AA,Other,Full-time,0.0,8040.333333,0.0,7500,2009-09-03,0,258
10320,36,Defaulted,0.1,A,Debt Consolidation,Full-time,0.0,5000.0,0.0,1000,2009-12-18,0,49
10321,36,Completed,0.103,AA,Debt Consolidation,Full-time,0.0,5000.0,0.0,15000,2010-04-02,0,542
10322,36,Defaulted,0.295,D,Other,Employed,0.0,2083.333333,0.0,7500,2010-12-20,0,141
10324,36,Defaulted,0.127,A,Other,Employed,0.0,6416.666667,0.0,5000,2012-04-25,0,54
10325,36,Completed,0.1249,A,Debt Consolidation,Employed,0.0,2916.666667,1.0,5000,2012-10-23,0,105
10338,36,Completed,0.1664,B,Auto,Employed,0.0,3500.0,0.0,4000,2011-12-07,0,79
10341,36,Defaulted,0.3177,HR,Other,Employed,0.0,1583.333333,0.0,2000,2012-04-30,0,28
10344,36,Completed,0.071,AA,Other,Full-time,9.0,6666.666667,0.0,1000,2010-07-12,0,26
10349,36,Completed,0.2738,D,Home Improvement,Full-time,0.0,3333.333333,0.0,2000,2010-04-29,0,37
10353,36,Defaulted,0.3125,HR,Debt Consolidation,Employed,33.0,6250.0,1.0,4000,2011-05-12,0,28
10357,36,Defaulted,0.2148,C,Debt Consolidation,Self-employed,0.0,1000.0,0.0,15000,2012-04-16,0,24
10367,36,Completed,0.1679,B,Other,Employed,0.0,10083.333333,0.0,15000,2012-09-25,0,218
10373,36,Defaulted,0.1254,A,Other,Employed,1.0,2583.333333,0.0,4000,2011-12-13,0,63
10377,36,Defaulted,0.3177,HR,Other,Not employed,0.0,0.0,0.0,3500,2012-05-25,0,13
10383,36,Completed,0.2574,D,Debt Consolidation,Employed,3.0,3333.333333,1.0,9300,2011-11-17,0,104
10393,36,Defaulted,0.2958,E,Debt Consolidation,Other,0.0,3083.333333,0.0,2000,2012-06-06,0,19
10402,36,Completed,0.31,E,Other,Full-time,0.0,5833.333333,1.0,3000,2010-07-13,0,44
10403,36,Completed,0.099,A,Debt Consolidation,Self-employed,0.0,2000.0,0.0,4000,2014-01-13,0,1
10405,60,Completed,0.195,C,Debt Consolidation,Employed,1.0,13750.0,0.0,25000,2013-09-27,0,311
10408,60,Completed,0.3165,E,Other,Employed,15.0,11916.666667,0.0,4000,2012-12-21,0,42
10413,60,Completed,0.2262,C,Business,Employed,0.0,4166.666667,1.0,15000,2012-12-18,0,241
10435,36,Completed,0.094,A,Other,Full-time,0.0,5000.0,2.0,6750,2009-08-07,0,233
10447,36,Defaulted,0.2699,D,Debt Consolidation,Employed,0.0,9166.666667,0.0,10000,2011-09-29,0,179
10451,36,Completed,0.0765,AA,Other,Employed,0.0,16875.0,1.0,10000,2010-12-29,0,169
10458,36,Completed,0.2205,C,Other,Full-time,5.0,4166.666667,1.0,2500,2011-10-18,0,8
10461,36,Completed,0.2599,D,Business,Self-employed,6.0,8000.0,0.0,8500,2011-05-19,0,200
10462,36,Completed,0.199,C,Debt Consolidation,Full-time,0.0,2966.666667,0.0,4300,2010-08-04,0,159
10469,36,Completed,0.2499,D,Other,Full-time,0.0,8333.333333,3.0,7500,2011-02-02,0,42
10470,36,Defaulted,0.1129,A,Debt Consolidation,Employed,0.0,33333.333333,1.0,25000,2011-09-30,0,121
10475,36,Completed,0.2148,C,Home Improvement,Employed,0.0,11250.0,0.0,4250,2012-04-26,0,6
10477,36,Completed,0.2599,D,Other,Employed,0.0,10000.0,0.0,10000,2011-11-23,0,17
10481,36,Completed,0.092,A,Other,Full-time,0.0,3166.666667,1.0,3200,2010-04-09,0,149
10483,36,Completed,0.3058,E,Debt Consolidation,Employed,4.0,2333.333333,0.0,4000,2012-01-05,0,22
10490,36,Completed,0.1449,B,Business,Other,0.0,4582.083333,0.0,10500,2012-04-12,0,211
10498,36,Completed,0.3177,HR,Business,Self-employed,0.0,1500.0,0.0,4000,2012-10-18,0,44
10502,36,Defaulted,0.3177,HR,Other,Self-employed,1.0,4166.666667,0.0,4000,2012-09-07,0,10
10505,12,Completed,0.1739,D,Debt Consolidation,Employed,0.0,2500.0,1.0,2000,2012-08-22,0,21
10510,36,Completed,0.29,C,Business,Full-time,0.0,3000.0,0.0,3000,2010-05-10,0,52
10516,12,Completed,0.232,E,Debt Consolidation,Employed,0.0,3033.333333,0.0,2000,2012-12-19,0,38
10519,36,Completed,0.2487,D,Debt Consolidation,Full-time,0.0,8041.666667,2.0,7000,2011-12-20,0,54
10520,36,Completed,0.3177,HR,Debt Consolidation,Employed,15.0,2950.0,0.0,3000,2012-09-12,0,23
10523,36,Completed,0.1621,B,Debt Consolidation,Employed,0.0,9645.166667,0.0,6500,2012-01-04,0,115
10529,36,Completed,0.3177,HR,Other,Employed,0.0,4166.666667,0.0,4000,2012-11-23,0,37
10530,36,Defaulted,0.3177,HR,Debt Consolidation,Employed,0.0,2383.333333,0.0,4000,2012-07-31,0,37
10536,36,Completed,0.1233,A,Debt Consolidation,Full-time,0.0,5833.333333,1.0,6000,2009-10-16,0,164
10539,60,Completed,0.2962,E,Other,Employed,0.0,3250.0,1.0,4000,2012-11-02,0,30
10541,36,Completed,0.22,E,Other,Employed,0.0,3964.583333,1.0,3000,2010-11-30,0,88
10545,36,Completed,0.16,C,Debt Consolidation,Full-time,0.0,3282.666667,0.0,3200,2010-02-18,0,267
10546,12,Completed,0.2127,E,Other,Employed,9.0,6300.0,0.0,4000,2013-01-30,0,89
10549,60,Completed,0.2394,D,Debt Consolidation,Employed,0.0,5227.25,0.0,10000,2013-12-10,0,91
10551,36,Completed,0.2712,E,Debt Consolidation,Employed,38.0,6833.333333,0.0,2000,2013-06-20,0,1
10553,60,Completed,0.183,B,Debt Consolidation,Employed,0.0,3458.333333,2.0,11000,2012-07-20,0,96
10555,60,Completed,0.1334,A,Other,Employed,28.0,7083.333333,1.0,25000,2013-08-15,0,284
10569,36,Completed,0.3073,E,Other,Self-employed,0.0,2916.666667,1.0,2000,2011-12-12,0,38
10571,36,Completed,0.2932,E,Debt Consolidation,Employed,1.0,5416.666667,0.0,4000,2012-11-01,0,52
10581,36,Defaulted,0.111,A,Debt Consolidation,Employed,0.0,2083.333333,1.0,20000,2011-10-31,0,157
10583,36,Defaulted,0.2699,D,Auto,Employed,47.0,3833.333333,0.0,2500,2011-09-07,0,7
10589,12,Completed,0.1224,B,Home Improvement,Employed,0.0,4000.0,0.0,2500,2012-04-18,0,14
10593,12,Completed,0.1499,B,Other,Employed,0.0,9166.666667,0.0,2000,2011-10-25,0,28
10594,60,Completed,0.2489,C,Debt Consolidation,Employed,0.0,5416.666667,0.0,15000,2012-05-23,0,164
10597,36,Completed,0.1799,B,Debt Consolidation,Employed,5.0,6083.333333,0.0,5500,2011-08-25,0,49
10599,36,Completed,0.2569,D,Business,Employed,0.0,27500.0,1.0,5000,2010-09-03,0,244
10603,60,Completed,0.1396,A,Business,Employed,0.0,4583.333333,0.0,13000,2012-03-12,0,252
10605,36,Completed,0.3435,E,Other,Other,0.0,1250.0,0.0,1000,2010-11-22,0,23
10608,12,Completed,0.0817,A,Debt Consolidation,Employed,0.0,5208.333333,0.0,7000,2012-07-19,0,32
10611,60,Defaulted,0.2489,C,Debt Consolidation,Employed,0.0,6000.0,0.0,13000,2012-07-17,0,4
10615,36,Defaulted,0.3127,HR,Other,Employed,38.0,1750.0,0.0,2500,2012-01-17,0,2
10624,60,Defaulted,0.1845,B,Debt Consolidation,Employed,0.0,2166.666667,1.0,10000,2012-04-10,0,173
10628,36,Defaulted,0.3199,E,Debt Consolidation,Employed,0.0,2166.666667,0.0,7500,2011-04-25,0,73
10634,36,Completed,0.0899,AA,Other,Employed,0.0,15862.666667,0.0,12500,2011-08-25,0,205
10641,36,Completed,0.3177,HR,Debt Consolidation,Employed,0.0,1200.0,0.0,4000,2012-08-27,0,18
10646,36,Completed,0.0955,A,Debt Consolidation,Employed,0.0,3583.333333,0.0,9000,2011-02-14,0,165
10650,60,Completed,0.2997,D,Business,Employed,45.0,3833.333333,0.0,8500,2012-01-31,0,1
10652,36,Defaulted,0.2449,D,Other,Employed,40.0,4333.333333,0.0,7500,2012-08-27,0,31
10654,36,Completed,0.2995,HR,Debt Consolidation,Full-time,13.0,4166.666667,2.0,3400,2009-12-15,0,42
10655,36,Completed,0.0974,A,Debt Consolidation,Full-time,0.0,4000.0,3.0,10000,2012-08-31,1,73
10656,60,Completed,0.1076,AA,Debt Consolidation,Employed,0.0,5083.333333,0.0,15000,2012-12-24,0,206
10662,36,Completed,0.1799,B,Debt Consolidation,Employed,0.0,11833.333333,0.0,4000,2011-09-23,0,92
10666,36,Completed,0.289,E,Debt Consolidation,Full-time,0.0,5000.0,2.0,1200,2009-10-26,0,56
10678,36,Defaulted,0.111,A,Other,Employed,0.0,2333.333333,1.0,6000,2011-10-27,0,33
10687,60,Defaulted,0.2705,D,Debt Consolidation,Employed,9.0,5191.666667,1.0,8000,2012-02-22,0,13
10688,36,Completed,0.1515,B,Debt Consolidation,Employed,0.0,4166.666667,0.0,8000,2010-08-24,0,224
10689,36,Completed,0.3177,HR,Other,Employed,1.0,2666.666667,0.0,2000,2012-09-28,0,42
10691,36,Defaulted,0.1449,B,Auto,Employed,3.0,7510.5,0.0,6000,2012-02-14,0,99
10705,12,Completed,0.1279,B,Debt Consolidation,Employed,0.0,4333.333333,1.0,10000,2012-09-24,0,86
10706,36,Defaulted,0.2699,D,Debt Consolidation,Employed,0.0,5416.666667,0.0,5500,2011-10-20,0,86
10707,36,Completed,0.3199,E,Debt Consolidation,Employed,0.0,2083.333333,0.0,2000,2011-05-25,0,47
10708,60,Defaulted,0.1899,B,Debt Consolidation,Employed,10.0,4500.0,0.0,9000,2011-07-12,0,174
10709,36,Completed,0.2735,D,Debt Consolidation,Self-employed,8.0,2750.0,0.0,2500,2010-09-14,0,82
10716,36,Completed,0.1129,A,Debt Consolidation,Employed,0.0,7500.0,1.0,9800,2011-10-17,0,166
10717,36,Completed,0.3058,E,Business,Employed,0.0,3069.75,0.0,4000,2011-12-22,0,8
10719,36,Completed,0.1794,HR,Debt Consolidation,Employed,0.0,3166.666667,1.0,3000,2010-08-20,1,53
10727,60,Completed,0.1199,AA,Other,Employed,0.0,9750.0,0.0,12000,2011-09-30,0,77
10732,36,Completed,0.2287,D,Debt Consolidation,Full-time,0.0,4583.333333,2.0,4500,2012-02-29,0,48
10733,12,Completed,0.1323,C,Debt Consolidation,Employed,0.0,6750.0,1.0,12000,2013-03-22,0,4
10736,36,Defaulted,0.3435,E,Debt Consolidation,Full-time,0.0,3333.333333,0.0,4000,2010-10-19,0,48
10742,60,Completed,0.2672,D,Debt Consolidation,Employed,7.0,4412.25,0.0,12000,2013-05-31,0,12
10743,36,Completed,0.1415,D,Debt Consolidation,Employed,0.0,2333.333333,0.0,1200,2010-09-01,0,64
10751,36,Completed,0.1626,B,Other,Employed,41.0,3750.0,0.0,9500,2012-07-10,0,182
10755,36,Defaulted,0.2287,D,Debt Consolidation,Employed,0.0,3000.0,1.0,5000,2012-07-13,0,78
10762,36,Completed,0.07,AA,Other,Full-time,0.0,6666.666667,1.0,1500,2009-09-23,0,100
10769,36,Completed,0.1449,B,Debt Consolidation,Employed,0.0,9416.666667,0.0,15000,2012-01-30,0,108
10773,36,Defaulted,0.35,HR,Debt Consolidation,Full-time,1.0,2106.166667,0.0,1300,2010-07-09,0,43
10777,36,Defaulted,0.3177,HR,Home Improvement,Employed,0.0,1600.0,0.0,4000,2012-03-06,0,1
10783,60,Completed,0.2498,C,Debt Consolidation,Employed,0.0,8333.333333,0.0,24000,2012-08-21,0,118
10789,36,Completed,0.2695,E,Debt Consolidation,Part-time,15.0,3193.916667,1.0,1850,2010-05-10,0,61
10796,36,Completed,0.3149,E,Debt Consolidation,Employed,0.0,13000.0,0.0,2000,2011-11-15,0,23
10808,36,Completed,0.1939,C,Other,Employed,0.0,4650.75,2.0,2500,2013-04-26,0,34
10811,36,Completed,0.2999,E,Debt Consolidation,Full-time,0.0,1500.0,1.0,4000,2012-02-16,0,79
10814,36,Completed,0.136,AA,Debt Consolidation,Full-time,7.0,3208.333333,0.0,14500,2010-02-23,0,133
10817,36,Completed,0.2999,E,Auto,Employed,13.0,4891.666667,1.0,4000,2012-04-17,0,8
10821,36,Completed,0.2549,E,Other,Employed,1.0,6293.333333,0.0,5000,2013-10-18,0,3
10825,36,Completed,0.1034,A,Business,Employed,0.0,10000.0,1.0,34000,2013-05-13,0,1
10835,36,Completed,0.3199,E,Home Improvement,Employed,0.0,6416.666667,0.0,4000,2011-03-18,0,78
10836,36,Defaulted,0.2699,D,Home Improvement,Employed,5.0,2166.666667,0.0,4000,2011-08-23,0,37
10839,12,Completed,0.1119,B,Business,Employed,0.0,5833.333333,1.0,3000,2011-11-15,0,35
10843,36,Completed,0.2259,D,Business,Employed,4.0,4270.833333,2.0,5000,2012-08-31,1,8
10848,60,Defaulted,0.2005,B,Debt Consolidation,Other,0.0,719.0,1.0,6000,2011-12-28,0,36
10865,36,Defaulted,0.2699,D,Debt Consolidation,Employed,0.0,2500.0,0.0,6000,2011-07-29,0,6
10871,36,Completed,0.175,C,Other,Full-time,19.0,4583.333333,0.0,1500,2010-07-15,0,97
10872,36,Completed,0.11,C,Debt Consolidation,Full-time,0.0,7333.333333,1.0,1500,2010-05-26,2,143
10877,60,Completed,0.1085,AA,Business,Employed,0.0,5000.0,0.0,15000,2012-05-11,0,313
10882,60,Completed,0.1049,A,Debt Consolidation,Employed,0.0,9583.333333,0.0,15000,2013-07-15,0,1
10892,60,Completed,0.2489,C,Other,Employed,0.0,7508.333333,0.0,15000,2012-05-08,0,258
10898,60,Completed,0.3304,E,Home Improvement,Employed,2.0,5416.666667,1.0,4000,2012-07-03,0,66
10902,36,Defaulted,0.3199,HR,Debt Consolidation,Employed,37.0,3705.0,0.0,2000,2011-04-20,0,39
10903,36,Completed,0.3177,HR,Debt Consolidation,Employed,0.0,7791.666667,0.0,4000,2012-10-15,0,66
10905,36,Completed,0.1449,B,Other,Employed,0.0,17250.0,0.0,15000,2012-03-29,0,35
10906,12,Completed,0.1563,C,Home Improvement,Employed,5.0,5416.666667,0.0,3000,2012-10-30,0,65
10907,36,Defaulted,0.1699,C,Debt Consolidation,Employed,0.0,2916.666667,1.0,2000,2011-04-11,0,51
10908,60,Completed,0.2139,C,Debt Consolidation,Employed,0.0,6833.333333,0.0,15500,2013-09-09,0,65
10911,60,Defaulted,0.2181,C,Debt Consolidation,Full-time,0.0,3750.0,1.0,15000,2012-09-10,0,5
10938,36,Completed,0.3099,E,Debt Consolidation,Employed,1.0,6000.0,1.0,7500,2011-08-30,1,8
10940,36,Completed,0.2899,E,Other,Full-time,5.0,6725.0,1.0,3000,2011-02-25,0,29
10941,36,Completed,0.0964,A,Other,Employed,0.0,5666.666667,1.0,9000,2012-06-26,0,18
10954,36,Defaulted,0.2287,D,Other,Employed,0.0,3583.333333,1.0,4500,2012-07-13,0,14
10961,36,Completed,0.1979,C,Other,Employed,8.0,4073.333333,0.0,10000,2013-07-19,0,101
10963,36,Defaulted,0.3195,HR,Other,Part-time,0.0,1000.0,0.0,2000,2009-10-29,0,2
10964,36,Completed,0.099,A,Debt Consolidation,Employed,0.0,10583.333333,0.0,10000,2013-10-25,0,1
10968,36,Defaulted,0.3099,E,Other,Full-time,2.0,2083.333333,2.0,5500,2011-06-14,0,84
10970,36,Completed,0.3199,E,Debt Consolidation,Employed,0.0,3393.583333,0.0,7500,2011-07-08,0,90
10978,12,Completed,0.1801,D,Other,Employed,0.0,6916.666667,2.0,4000,2012-08-22,0,66
10983,36,Defaulted,0.316,E,Debt Consolidation,Self-employed,0.0,15794.75,1.0,7500,2011-11-18,0,130
10987,36,Defaulted,0.0974,A,Home Improvement,Employed,0.0,2583.333333,0.0,15000,2012-10-11,0,237
10998,36,Completed,0.3177,HR,Debt Consolidation,Employed,0.0,6416.666667,0.0,4000,2012-10-22,0,9
11003,36,Defaulted,0.35,HR,Debt Consolidation,Employed,0.0,3500.0,0.0,1000,2010-11-15,0,18
11005,36,Defaulted,0.2599,D,Business,Employed,10.0,2360.0,0.0,3000,2011-11-16,0,41
11008,36,Completed,0.1699,C,Debt Consolidation,Full-time,0.0,10400.0,2.0,9500,2011-05-17,0,70
11009,36,Completed,0.1899,C,Debt Consolidation,Full-time,0.0,3750.0,3.0,6000,2011-06-24,0,76
11017,36,Defaulted,0.2699,D,Debt Consolidation,Employed,3.0,4583.333333,0.0,3000,2011-06-02,0,10
11018,36,Completed,0.2575,D,Debt Consolidation,Full-time,10.0,6666.666667,1.0,1500,2010-09-28,1,31
11021,36,Defaulted,0.2511,D,Auto,Employed,3.0,8333.333333,0.0,10000,2011-12-30,0,3
11022,36,Completed,0.2699,D,Other,Employed,25.0,4333.333333,0.0,2000,2011-09-29,0,24
11023,36,Completed,0.2049,C,Debt Consolidation,Not employed,10.0,0.0,0.0,10000,2012-04-03,0,179
11025,36,Completed,0.099,A,Debt Consolidation,Full-time,16.0,9250.0,0.0,1500,2010-01-27,0,73
11040,12,Completed,0.2499,D,Debt Consolidation,Employed,19.0,2624.0,0.0,2000,2011-07-25,0,48
11044,36,Completed,0.1135,A,Debt Consolidation,Full-time,0.0,4262.5,0.0,11000,2009-12-23,0,375
11047,36,Completed,0.2499,D,Business,Self-employed,0.0,3333.333333,1.0,7500,2011-02-14,0,155
11048,60,Completed,0.2039,B,Other,Employed,0.0,4166.666667,0.0,10000,2012-07-31,0,39
11055,36,Completed,0.083,AA,Debt Consolidation,Full-time,0.0,4485.416667,0.0,5000,2010-03-29,0,247
11056,36,Completed,0.0724,AA,Debt Consolidation,Employed,0.0,7250.0,0.0,10000,2012-10-04,0,118
11057,36,Completed,0.3177,HR,Debt Consolidation,Other,8.0,3750.0,0.0,2000,2012-08-23,0,19
11061,36,Completed,0.1074,A,Debt Consolidation,Full-time,0.0,2958.333333,4.0,2000,2011-11-30,0,22
11063,36,Completed,0.3125,HR,Other,Employed,0.0,3250.0,3.0,2000,2011-07-01,0,14
11065,36,Completed,0.1299,A,Debt Consolidation,Employed,12.0,8000.0,1.0,15000,2012-10-25,0,197
11077,36,Defaulted,0.3177,HR,Debt Consolidation,Employed,0.0,3583.333333,0.0,3500,2012-03-08,0,78
11084,12,Completed,0.0958,B,Debt Consolidation,Self-employed,0.0,4166.666667,1.0,2400,2012-03-29,0,36
11087,36,Completed,0.0655,AA,Debt Consolidation,Employed,0.0,5108.333333,0.0,5000,2011-04-27,0,107
11090,36,Completed,0.2099,C,Home Improvement,Employed,1.0,7916.666667,0.0,15000,2012-09-06,0,112
11092,36,Defaulted,0.3127,HR,Debt Consolidation,Employed,0.0,2916.666667,0.0,4000,2011-12-22,0,7
11105,36,Defaulted,0.2499,D,Auto,Other,24.0,2916.666667,0.0,4500,2012-07-24,0,38
11107,60,Defaulted,0.2199,C,Debt Consolidation,Employed,0.0,5408.333333,2.0,11000,2011-07-13,0,183
11115,36,Completed,0.1115,A,Business,Full-time,0.0,5833.333333,0.0,15000,2010-09-17,0,403
11118,60,Completed,0.3049,D,Debt Consolidation,Employed,0.0,3500.0,0.0,7127,2011-06-08,0,122
11119,36,Completed,0.3199,E,Debt Consolidation,Employed,16.0,8750.0,0.0,7500,2011-09-14,0,5
11131,36,Completed,0.1154,AA,Home Improvement,Full-time,9.0,2833.333333,0.0,5000,2009-11-19,0,80
11133,12,Completed,0.0565,AA,Home Improvement,Employed,0.0,6000.0,1.0,2000,2012-06-29,0,38
11134,36,Completed,0.0906,C,Business,Self-employed,0.0,8333.333333,1.0,10000,2010-01-19,0,1
11141,36,Defaulted,0.2599,D,Debt Consolidation,Employed,0.0,1744.0,0.0,5000,2011-10-31,0,46
11144,12,Completed,0.0565,AA,Debt Consolidation,Employed,0.0,7500.0,1.0,2000,2012-06-26,0,47
11148,36,Completed,0.1799,B,Debt Consolidation,Employed,1.0,4583.333333,0.0,4870,2011-08-26,0,104
11149,60,Defaulted,0.183,B,Debt Consolidation,Employed,0.0,3333.333333,2.0,8000,2012-07-18,0,94
11150,36,Completed,0.1365,B,Debt Consolidation,Employed,0.0,4833.333333,1.0,2100,2010-09-15,0,37
11154,36,Completed,0.3199,HR,Other,Employed,5.0,9583.333333,0.0,4000,2011-11-25,0,74
11158,36,Completed,0.1449,B,Debt Consolidation,Employed,0.0,7666.666667,0.0,7000,2011-02-03,0,145
11165,36,Completed,0.3199,HR,Auto,Employed,5.0,5000.0,0.0,2000,2011-03-11,0,33
11177,36,Completed,0.1939,C,Debt Consolidation,Employed,0.0,5500.0,0.0,10000,2013-02-12,0,138
11178,36,Completed,0.092,A,Debt Consolidation,Full-time,0.0,10083.333333,0.0,7000,2010-02-24,0,229
11180,12,Completed,0.1379,C,Debt Consolidation,Employed,0.0,1833.333333,1.0,2000,2012-10-04,0,43
11183,36,Completed,0.2599,D,Debt Consolidation,Employed,2.0,6345.0,0.0,10000,2011-11-30,0,7
11184,60,Completed,0.3304,E,Other,Other,0.0,2000.0,0.0,4000,2012-06-25,0,58
11185,36,Defaulted,0.3177,HR,Business,Self-employed,0.0,8333.333333,0.0,4000,2012-02-03,0,1
11197,36,Completed,0.31,HR,Other,Full-time,0.0,1833.333333,0.0,5700,2010-07-14,0,28
11198,36,Completed,0.35,HR,Other,Full-time,0.0,2000.0,0.0,2000,2010-06-04,0,93
11202,36,Defaulted,0.2561,D,Other,Employed,0.0,2500.0,0.0,3000,2011-12-12,0,53
11204,36,Completed,0.2599,D,Other,Employed,0.0,2083.333333,0.0,5000,2011-11-16,0,60
11205,36,Completed,0.3177,HR,Auto,Employed,0.0,1120.0,0.0,4000,2012-09-20,0,31
11207,36,Completed,0.3177,HR,Other,Employed,0.0,2583.333333,0.0,3000,2012-07-09,0,39
11211,36,Completed,0.1029,A,Other,Full-time,0.0,4166.666667,3.0,5000,2011-07-20,0,82
11214,36,Completed,0.0899,AA,Debt Consolidation,Employed,0.0,9166.666667,0.0,10000,2011-06-06,0,214
11216,36,Completed,0.162,C,Debt Consolidation,Employed,4.0,4250.0,0.0,4000,2014-01-09,0,1
11219,60,Completed,0.2085,B,Debt Consolidation,Employed,0.0,4583.333333,0.0,15000,2012-06-08,0,26
11220,36,Completed,0.0999,A,Other,Employed,0.0,10416.666667,0.0,7000,2012-02-13,0,22
11222,60,Completed,0.3304,E,Home Improvement,Employed,4.0,4267.25,5.0,2500,2012-06-13,0,15
11223,36,Completed,0.2699,D,Other,Employed,0.0,1333.333333,0.0,3000,2011-09-30,0,7
11225,36,Defaulted,0.3058,E,Other,Self-employed,0.0,11666.666667,0.0,4000,2012-01-13,0,67
11229,36,Completed,0.274,D,Debt Consolidation,Full-time,0.0,3208.333333,0.0,7500,2010-01-26,0,225
11234,60,Completed,0.2687,D,Other,Employed,0.0,5833.333333,1.0,5000,2011-12-30,0,6
11237,36,Defaulted,0.35,HR,Debt Consolidation,Full-time,4.0,2916.666667,0.0,5000,2010-05-20,0,138
11238,60,Completed,0.2498,C,Debt Consolidation,Employed,0.0,11666.666667,0.0,13000,2012-08-28,0,5
11248,60,Completed,0.2489,C,Debt Consolidation,Employed,0.0,6908.25,0.0,15000,2012-05-31,0,97
11250,36,Completed,0.2899,E,Other,Retired,7.0,2803.0,1.0,3000,2011-05-24,0,21
11255,36,Completed,0.103,A,Other,Full-time,0.0,5864.833333,0.0,5000,2009-10-15,0,205
11259,36,Completed,0.3177,HR,Debt Consolidation,Employed,0.0,3333.333333,0.0,4000,2012-02-29,0,2
11260,36,Completed,0.2599,D,Business,Employed,0.0,2000.0,0.0,4000,2011-04-11,0,33
11261,36,Defaulted,0.3058,E,Home Improvement,Employed,0.0,2500.0,0.0,4000,2012-01-27,0,76
11262,36,Defaulted,0.29,HR,Home Improvement,Full-time,3.0,4800.0,1.0,2500,2010-07-08,0,72
11266,36,Completed,0.3177,HR,Auto,Employed,0.0,6581.666667,0.0,3000,2011-12-06,0,16
11268,36,Defaulted,0.1559,B,Debt Consolidation,Other,0.0,6083.333333,1.0,7000,2011-12-22,0,129
11283,60,Completed,0.2359,D,Home Improvement,Other,0.0,3690.0,1.0,15000,2013-04-23,0,272
11286,12,Completed,0.0608,A,Debt Consolidation,Employed,0.0,10000.0,0.0,4000,2012-03-07,0,81
11287,60,Defaulted,0.2804,D,Business,Employed,0.0,7500.0,0.0,15000,2012-07-31,0,79
11289,60,Completed,0.2085,B,Other,Employed,6.0,2916.666667,0.0,3000,2012-06-27,0,39
11292,36,Completed,0.275,D,Other,Employed,7.0,7166.666667,0.0,4000,2010-09-23,0,113
11306,36,Completed,0.1299,A,Debt Consolidation,Employed,0.0,7916.666667,0.0,10000,2013-10-08,0,1
11307,60,Defaulted,0.2862,E,Home Improvement,Employed,0.0,9166.666667,0.0,4000,2013-02-27,0,24
11313,60,Completed,0.2969,E,Home Improvement,Employed,0.0,4333.333333,2.0,2000,2013-06-17,0,16
11318,36,Completed,0.2699,D,Debt Consolidation,Employed,3.0,2058.333333,0.0,4000,2011-06-23,0,43
11320,36,Completed,0.2499,D,Debt Consolidation,Employed,0.0,8666.666667,0.0,5000,2012-07-10,0,6
11328,36,Defaulted,0.11,A,Debt Consolidation,Full-time,0.0,4075.0,0.0,10000,2009-09-16,0,372
11330,36,Completed,0.1399,B,Other,Employed,6.0,2500.0,0.0,2000,2011-02-23,0,39
11336,36,Completed,0.061,AA,Auto,Full-time,0.0,10000.0,0.0,3000,2010-01-29,0,82
11337,36,Completed,0.2275,C,Debt Consolidation,Full-time,3.0,5000.0,0.0,8000,2009-10-30,0,300
11342,36,Completed,0.139,A,Other,Employed,0.0,6094.166667,0.0,7000,2011-10-27,0,64
11358,36,Completed,0.1095,A,Home Improvement,Retired,0.0,4833.333333,0.0,7500,2010-11-18,0,170
11360,36,Defaulted,0.3177,HR,Other,Employed,0.0,9768.0,0.0,4000,2012-02-10,0,2
11367,36,Defaulted,0.35,HR,Debt Consolidation,Full-time,0.0,4583.333333,1.0,7500,2010-08-13,0,84
11377,12,Completed,0.2499,D,Other,Employed,1.0,3291.666667,0.0,2000,2011-08-19,0,34
11382,36,Completed,0.109,B,Debt Consolidation,Full-time,0.0,2333.333333,4.0,3000,2010-06-21,0,133
11383,36,Completed,0.3149,E,Debt Consolidation,Employed,0.0,3583.333333,0.0,3000,2011-11-25,0,20
11384,36,Defaulted,0.199,C,Debt Consolidation,Full-time,0.0,2416.666667,0.0,4000,2010-05-13,0,170
11387,36,Completed,0.2699,D,Debt Consolidation,Employed,0.0,4928.5,0.0,7500,2011-02-14,0,157
